Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4468830,,None,552.66,2,0.4,8,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]43CO)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,IC50,'=',6000,nM,5.22,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL213805,,None,354.45,1,5.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4281982,,None,347.19,None,None,4,O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc2n[se]nc2c1,Activity,'=',147.8,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4292995,,None,334.26,None,None,9,O=C(Nc1ccc(S)cc1)c1ccc2n[se]nc2c1,Activity,'=',111.1,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4288127,,None,415.36,None,None,17,COc1ccc(CN2CCN(C(=O)c3ccc4n[se]nc4c3)CC2)cc1,Activity,'=',91.6,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4277901,,None,344.28,None,None,23,O=C(NCCCc1ccccc1)c1ccc2n[se]nc2c1,Activity,'=',130.9,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4294534,,None,500.32,None,None,27,O=C(c1ccc2c[se]cc2c1)N1CCN(C(=O)c2ccc3c[se]cc3c2)CC1,Activity,'=',78.2,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL2035460,ETHASELEN,1,422.2,None,None,BBSKE,O=c1c2ccccc2[se]n1CCn1[se]c2ccccc2c1=O,TGI,'=',30300,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL53463,DOXORUBICIN,4,543.53,3,0,DOX,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,TGI,'=',1300,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL67,COMBRETASTATIN A4,-1,316.35,0,3.6,Combretastatin A-4,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,IC50,'=',2780,nM,5.56,,,UO_0000065,,,,,0,CHEMBL4819487,Antiproliferative activity against human Calu-1 cells incubated for 24 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4818987,1,Scientific Literature,Eur J Med Chem,2020,CHEMBL3308031,TIME = 24.0 hr,,
CHEMBL53463,DOXORUBICIN,4,543.53,3,0,Dox,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,GI50,'<',10,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4290254,,None,316.22,None,None,2,Cc1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,Activity,'=',131.4,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4289228,,None,298.2,None,None,26,O=C(NCCCCO)c1ccc2n[se]nc2c1,Activity,'=',44.9,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL51085,EBSELEN,3,274.18,None,None,EBS,O=c1c2ccccc2[se]n1-c1ccccc1,TGI,'=',83700,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4278520,,None,348.29,None,None,6,CSc1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,GI50,'=',18000,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4284729,,None,387.3,None,None,15,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccc2n[se]nc2c1,Activity,'=',47.3,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4281356,,None,358.3,None,None,25,O=C(NCCCCc1ccccc1)c1ccc2n[se]nc2c1,Activity,'=',1.1,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL3585530,,None,1034.17,None,None,2a,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)OCCSSCCO)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',590,nM,6.23,,,UO_0000065,,,,,0,CHEMBL3587184,Cytotoxicity against human Calu1 cells assessed as inhibition of cell proliferation,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3585243,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL4754158,,None,401.58,1,5.8,51,CC(c1ccc(N2CCN(C)CC2)cc1)c1ccc2c(c1)Nc1ccccc1S2,EC50,'=',1.879,nM,8.73,,,UO_0000065,,,,,0,CHEMBL4733479,Inhibition of erastin-induced ferroptosis in human Calu-1 cells assessed as cell viability incubated for 48 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4732064,1,Scientific Literature,Eur J Med Chem,2021,CHEMBL3308031,TIME = 48.0 hr,,
CHEMBL4754158,,None,401.58,1,5.8,51,CC(c1ccc(N2CCN(C)CC2)cc1)c1ccc2c(c1)Nc1ccccc1S2,Activity,,,,,,Active,,,,,,0,CHEMBL4733495,Antioxidant activity in erastin-induced human Calu-1 cell ferroptosis model assessed as decrease in cytosolic ROS accumulation at 0.01 to 1 uM incubated for 8 to 24 hrs by DCFH-DA staining based assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4732064,1,Scientific Literature,Eur J Med Chem,2021,CHEMBL3308031,Dose_Lower = 0.01 microM | Dose_Upper = 1.0 microM | Time_Lower = 8.0 hrs | Time_Upper = 24.0 hrs,,
CHEMBL265196,,None,363.8,0,3.41,4c,Cn1c(=O)c2c(c3ccccc31)OC(N)=C(C#N)C2c1cccc(Cl)c1,IC50,'=',500,nM,6.3,,,UO_0000065,,,,,0,CHEMBL4256071,Antiproliferative activity against human Calu1 cells after 48 hrs by propidium iodide staining based fluorometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251708,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL4288862,,None,744.25,None,None,10,O=C(NC(=[Se])Nc1ccc([Se][Se]c2ccc(NC(=[Se])NC(=O)c3ccno3)cc2)cc1)c1ccno1,GI50,'=',5860,nM,,,,UO_0000065,,,,,0,CHEMBL4256281,Cytotoxicity against human HTB-54 cells assessed as growth inhibition after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251731,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL4288889,,None,831.24,None,None,5,O=C(NC(=[Se])Nc1ccc([Se][Se]c2ccc(NC(=[Se])NC(=O)c3ccc(Cl)cc3)cc2)cc1)c1ccc(Cl)cc1,GI50,'=',13160,nM,,,,UO_0000065,,,,,0,CHEMBL4256281,Cytotoxicity against human HTB-54 cells assessed as growth inhibition after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251731,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL479129,,None,300.27,0,1.9,3,COc1c(O)c(C)cc2c1C(=O)c1c(O)cc(O)cc1C2=O,GI,'=',-4.8,%,,,,UO_0000187,,,,,0,CHEMBL996207,Growth inhibition of human Calu1 cells assessed as [3H]thymidine incorporation at 6.25 uM after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL3327005,,None,526.67,2,7.88,7d,CCCCOc1cc(O)c2c(=O)c(OCCCC)c(-c3ccc(OCCCC)c(OCCCC)c3)oc2c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL5182718,,None,542.64,1,2.99,3h,CCOC(=O)CCCSC(=S)N1CCN(C(=O)c2cc(O)c3c(c2)C(=O)c2cccc(O)c2C3=O)CC1,IC50,'=',23.78,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL5110569,Antiproliferative activity against human Calu-1 cells measured after 48 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5108023,1,Scientific Literature,Eur J Med Chem,2022,CHEMBL3308031,TIME = 48.0 hr,,
CHEMBL51085,EBSELEN,3,274.18,None,None,EBS,O=c1c2ccccc2[se]n1-c1ccccc1,LC50,'=',98700,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4282428,,None,330.25,None,None,22,O=C(NCCc1ccccc1)c1ccc2n[se]nc2c1,Activity,'=',16.5,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL27449,,None,465.62,0,4.4,61; GGTI-297,CC(C)C[C@H](NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12)C(=O)O,Activity,'=',60,%,,,,UO_0000187,,,,,0,CHEMBL5150206,Antitumor activity against human Calu-1 cells transfected with KRAS mutant xenografted nude mouse assessed as inhibition of tumor growth at 70 mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL61,PODOFILOX,4,414.41,0,2.41,Ref 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5080299,,None,335.4,0,4.85,1,Cc1ccccc1N(C)C(=O)c1ccc(-c2cc(C)c(O)c(C)c2)o1,Activity,,,,,,Active,,,,,,0,CHEMBL5058477,Antiproliferative activity against human Calu-1 cells assessed as inhibition of cell proliferation in presence of E1 substrate at 50 nM measured after 75 hrs by E-plate assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5055689,1,Scientific Literature,ACS Med Chem Lett,2021,CHEMBL3308031,Dose = 50.0 nM | TIME = 75.0 hr,,
CHEMBL3585542,,None,1212.45,None,None,3c,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)OCCSSCCN)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)OCCSSCCN)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,IC50,'=',4870,nM,5.31,,,UO_0000065,,,,,0,CHEMBL3587184,Cytotoxicity against human Calu1 cells assessed as inhibition of cell proliferation,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3585243,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3326997,,None,414.45,0,4.93,4d,CCCCOc1cc(O)c2c(=O)c(OCCCC)c(-c3ccc(O)c(O)c3)oc2c1,IC50,'=',5460,nM,5.26,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL77966,RETUSIN,None,358.35,0,3.2,7a,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,IC50,'=',6530,nM,5.18,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL92309,,None,175.14,0,-1.55,DMOG,COC(=O)CNC(=O)C(=O)OC,IC50,'=',896124.18,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL9470,SHIKONIN,None,288.3,0,2.12,Shikonin,CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,IC50,'=',1232.12,nM,5.91,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL2363137,,None,361.21,0,4.01,FH535,Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1cc(Cl)ccc1Cl,IC50,'=',8635.51,nM,5.06,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL472940,,None,350.46,1,6.2,IPA-3,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,IC50,'=',1112847.14,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL1023,BEXAROTENE,4,348.49,1,6.1,Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,IC50,'=',77057.35,nM,4.11,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL3545311,BRIGATINIB,4,584.11,2,5.09,Brigatinib,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,Activity,,,,,,Not Active,,,,,,0,CHEMBL5034398,Induction of apoptosis in human Calu-1 cells at 100 nM after 72 hrs,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5034001,1,Scientific Literature,J Med Chem,2021,CHEMBL3308031,Dose = 100.0 nM | TIME = 72.0 hr,,
CHEMBL1091644,LINSITINIB,3,421.5,0,4.82,OSI-906,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,IC50,'=',16036.83,nM,4.79,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL5201614,,None,359.45,1,5.45,7j,C=C(c1ccc(NC(N)=O)cc1)c1ccc2c(c1)Nc1ccccc1S2,Activity,,,,,,Active,,,,,,0,CHEMBL5109456,Anti-ferroptotic activity against Erastin-induced ferroptosis in human Calu-1 cells assessed as decrease in smaller and rounder cells measured by 7-AAD staining method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5107990,1,Scientific Literature,Bioorg Med Chem Lett,2022,CHEMBL3308031,,,
CHEMBL4866893,,None,706.88,3,7.77,Ref 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4871863,,None,722.88,3,7.47,Ref 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4866905,,None,706.88,3,7.77,93a,COc1cc([C@@H]2c3cc4c(cc3[C@H](OC(=O)CCCCC3CCSC(c5ccc(C)cc5)S3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,IC50,'=',2680,nM,5.57,,,UO_0000065,,,,,0,CHEMBL4819487,Antiproliferative activity against human Calu-1 cells incubated for 24 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4818987,1,Scientific Literature,Eur J Med Chem,2020,CHEMBL3308031,TIME = 24.0 hr,,
CHEMBL228043,,None,360.01,0,3.51,LFM-A13,C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br,IC50,'=',286958.9,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL449158,BRYOSTATIN,2,905.04,2,4.28,Bryostatin 1,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](/C=C/C(C)(C)[C@]1(O)O2)O4)O3,IC50,'=',850.8,nM,6.07,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL94657,PATUPILONE,3,507.69,1,4.48,Epothilone B,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,IC50,'=',10.61,nM,7.97,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL289228,TIPIFARNIB,3,489.41,1,5.5,Tipifarnib,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,IC50,'=',181.34,nM,6.74,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL4747331,,None,440.88,0,3.21,94,COC(=O)c1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H](C(=O)OC)N2C(=O)CCl)cc1,IC50,'=',20,nM,7.7,,,UO_0000065,,,,,0,CHEMBL5150793,Anti-ferroptotic activity against human Calu-1 cells assessed as cell growth inhibition,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5149976,1,Scientific Literature,Eur J Med Chem,2021,CHEMBL3308031,,,
